ID	BlastType	SeqLength	HitAcc	HitDesc	Score	E-Value	PercentIdent	QueryStart	QueryEnd	HitStart	HitEnd
evm.model.HiC_scaffold_10.167	BLASTN1	216	AC159326.9	Mus musculus 10 BAC RP23-451H6 (Roswell Park Cancer Institute (C57BL/6J Female) Mouse BAC Library) complete sequence	80	9e-09	75/97 (77%)	37	132	176438	176534
evm.model.HiC_scaffold_10.168	BLASTN1	153	CP062018.1	Macrobrachium nipponense isolate FS-2020 chromosome 17	104	2e-15	100/132 (75%)	2	133	33359531	33359662
evm.model.HiC_scaffold_10.169	BLASTX1	429	XP_031667501.1	zinc finger protein 436-like [Oncorhynchus kisutch]	304	1e-28	69/119 (57%)	59	415	19	137
evm.model.HiC_scaffold_10.17	No Hit Found										
evm.model.HiC_scaffold_10.170	BLASTN1	369	OU452222.1	Marthasterias glacialis genome assembly, chromosome: 4	293	5e-66	193/223 (86%)	24	246	6368913	6369133
evm.model.HiC_scaffold_10.171	BLASTX1	1867	XP_027232965.1	uncharacterized protein LOC113824426 [Penaeus vannamei]	1901	0.0	350/623 (56%)	2	1867	172	790
evm.model.HiC_scaffold_10.172	BLASTX1	1906	XP_027232974.1	uncharacterized protein LOC113824431 [Penaeus vannamei]	353	2e-30	78/162 (48%)	920	1405	372	510
evm.model.HiC_scaffold_10.173	BLASTX1	992	XP_042880115.1	uncharacterized protein LOC122258333 [Penaeus japonicus]	523	7e-57	119/319 (37%)	3	926	20	332
evm.model.HiC_scaffold_10.174	BLASTX1	720	KAG7172793.1	26S proteasome non-ATPase regulatory subunit 10-like 2, partial [Homarus americanus]	583	7e-66	124/194 (63%)	157	684	33	223
evm.model.HiC_scaffold_10.175	BLASTX1	185	KAG7172793.1	26S proteasome non-ATPase regulatory subunit 10-like 2, partial [Homarus americanus]	155	6e-10	44/64 (68%)	3	185	727	790
evm.model.HiC_scaffold_10.176	BLASTX1	855	XP_045111979.1	neurotrypsin-like [Portunus trituberculatus]XP_045111980.1 neurotrypsin-like [Portunus trituberculatus]XP_045111981.1 neurotrypsin-like [Portunus trituberculatus]	641	2e-74	158/347 (45%)	22	849	234	579
evm.model.HiC_scaffold_10.177	BLASTX1	842	XP_042233287.1	UDP-glycosyltransferase UGT5-like isoform X2 [Homarus americanus]	1086	5e-144	196/280 (70%)	1	840	84	363
evm.model.HiC_scaffold_10.178	BLASTX1	1730	XP_042211173.1	protein IWS1 homolog [Homarus americanus]KAG7175025.1 IWS1-like [Homarus americanus]	1098	2e-136	206/272 (75%)	919	1725	476	745
evm.model.HiC_scaffold_10.179	No Hit Found										
evm.model.HiC_scaffold_10.18	BLASTX1	1050	KAG1661579.1	B-cell receptor-associated protein 31 [Nymphon striatum]	510	8e-54	98/174 (56%)	1	510	383	555
evm.model.HiC_scaffold_10.180	BLASTX1	627	XP_030834391.1	craniofacial development protein 2-like [Strongylocentrotus purpuratus]	153	1e-07	28/46 (60%)	1	138	237	282
evm.model.HiC_scaffold_10.181	BLASTX1	280	XP_014780018.1	PREDICTED: uncharacterized protein LOC106876123 [Octopus bimaculoides]	203	2e-17	42/81 (51%)	11	247	16	96
evm.model.HiC_scaffold_10.182	BLASTX1	178	XP_042211241.1	LOW QUALITY PROTEIN: protein bicaudal C homolog 1-like [Homarus americanus]	194	2e-15	40/59 (67%)	2	178	1	56
evm.model.HiC_scaffold_10.183	BLASTX1	1237	XP_042211245.1	SET domain-containing protein SmydA-8-like [Homarus americanus]XP_042211246.1 SET domain-containing protein SmydA-8-like [Homarus americanus]	1659	0.0	291/412 (70%)	2	1237	1	411
evm.model.HiC_scaffold_10.184	BLASTX1	173	KAG7155528.1	Golgi-associated plant pathogenesis-related protein 1-like 3 [Homarus americanus]	125	7e-06	27/50 (54%)	24	170	157	206
evm.model.HiC_scaffold_10.185	No Hit Found										
evm.model.HiC_scaffold_10.186	No Hit Found										
evm.model.HiC_scaffold_10.187	BLASTN1	475	OU015549.1	Caprimulgus europaeus genome assembly, chromosome: 25	78	8e-08	98/129 (75%)	68	194	1772731	1772846
evm.model.HiC_scaffold_10.188	No Hit Found										
evm.model.HiC_scaffold_10.189	BLASTX1	2456	KAG7165100.1	MAM and LDL-receptor class A domain-containing protein 2-like 1, partial [Homarus americanus]	855	3e-93	231/651 (35%)	400	2232	5761	6399
evm.model.HiC_scaffold_10.19	BLASTX1	167	XP_042219693.1	60S ribosomal protein L30-like [Homarus americanus]KAG7177428.1 60S ribosomal protein L30-like [Homarus americanus]	258	5e-27	52/55 (94%)	3	167	1	55
evm.model.HiC_scaffold_10.190	BLASTX2	209	MPC92592.1	hypothetical protein [Portunus trituberculatus]	162	3e-12	29/67 (43%)	9	209	25	89
evm.model.HiC_scaffold_10.191	BLASTX1	1690	XP_042229112.1	MAM and LDL-receptor class A domain-containing protein 2-like [Homarus americanus]	990	3e-114	248/633 (39%)	21	1685	221	835
evm.model.HiC_scaffold_10.192	BLASTX1	613	XP_042229112.1	MAM and LDL-receptor class A domain-containing protein 2-like [Homarus americanus]	258	1e-21	49/129 (37%)	8	394	87	210
evm.model.HiC_scaffold_10.193	BLASTX1	922	KAG7165106.1	MAM and LDL-receptor class A domain-containing protein 2-like 6 [Homarus americanus]	831	1e-96	162/340 (47%)	2	919	400	737
evm.model.HiC_scaffold_10.194	No Hit Found										
evm.model.HiC_scaffold_10.195	BLASTX1	4656	KAG7158459.1	Brefeldin A-inhibited guanine nucleotide-exchange protein 3-like, partial [Homarus americanus]	3576	0.0	760/1152 (65%)	946	4164	995	2085
evm.model.HiC_scaffold_10.196	BLASTX1	2961	XP_042227994.1	zinc finger protein 316-like [Homarus americanus]	2325	0.0	527/1004 (52%)	40	2958	2	924
evm.model.HiC_scaffold_10.197	BLASTX1	990	KAG0712999.1	Protein ALP1-like [Chionoecetes opilio]	642	1e-77	133/336 (39%)	1	984	1	332
evm.model.HiC_scaffold_10.198	BLASTX1	1445	XP_042241099.1	glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial-like [Homarus americanus]XP_042241100.1 glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial-like[Homarus americanus]	1533	0.0	310/438 (70%)	154	1443	1	438
evm.model.HiC_scaffold_10.199	BLASTX1	445	KAG0709120.1	Thiopurine S-methyltransferase [Chionoecetes opilio]	355	3e-38	61/92 (66%)	169	444	126	217
evm.model.HiC_scaffold_10.2	BLASTX1	327	XP_042219949.1	LOW QUALITY PROTEIN: small conductance calcium-activated potassium channel protein-like [Homarus americanus]	548	2e-63	101/109 (92%)	1	327	307	407
evm.model.HiC_scaffold_10.20	BLASTX1	397	XP_042234819.1	aminopeptidase N-like [Homarus americanus]	476	2e-52	86/131 (65%)	1	393	674	804
evm.model.HiC_scaffold_10.200	BLASTX1	2068	KAG7163496.1	Neuronal pentraxin-1-like 1 [Homarus americanus]	2355	0.0	445/677 (65%)	4	2028	112	788
evm.model.HiC_scaffold_10.201	BLASTX1	325	KAG0709122.1	Interferon regulatory factor 8 [Chionoecetes opilio]	528	1e-63	100/108 (92%)	1	324	12	119
evm.model.HiC_scaffold_10.202	BLASTX1	302	XP_012561249.1	PREDICTED: uncharacterized protein PF11_0213-like [Hydra vulgaris]	234	2e-20	38/90 (42%)	7	276	104	193
evm.model.HiC_scaffold_10.203	BLASTX2	1299	XP_042227979.1	putative neural-cadherin 2 isoform X2 [Homarus americanus]	1134	2e-136	242/452 (53%)	4	1299	1	438
evm.model.HiC_scaffold_10.204	BLASTX1	2835	KAG7165711.1	neural-cadherin 2-like 10, partial [Homarus americanus]	432	3e-39	146/376 (38%)	1620	2558	576	940
evm.model.HiC_scaffold_10.205	BLASTX2	797	XP_042235029.1	putative neural-cadherin 2 [Homarus americanus]	499	6e-53	109/217 (50%)	126	776	213	405
evm.model.HiC_scaffold_10.206	BLASTX1	1068	XP_042861235.1	WASH complex subunit 1-like [Penaeus japonicus]	637	1e-74	170/238 (71%)	353	1054	55	286
evm.model.HiC_scaffold_10.207	BLASTX1	319	XP_042231751.1	transcription factor SPT20 homolog [Homarus americanus]	318	3e-31	62/103 (60%)	17	316	3	105
evm.model.HiC_scaffold_10.208	No Hit Found										
evm.model.HiC_scaffold_10.209	No Hit Found										
evm.model.HiC_scaffold_10.21	BLASTN1	592	XM_027375095.1	PREDICTED: Penaeus vannamei low-density lipoprotein receptor-related protein 11-like (LOC113822560), mRNA	74	1e-06	49/57 (85%)	1	57	228	284
evm.model.HiC_scaffold_10.210	No Hit Found										
evm.model.HiC_scaffold_10.211	BLASTX1	215	XP_042241703.1	cuticle protein AM1199-like [Homarus americanus]	181	1e-14	32/48 (66%)	3	146	30	77
evm.model.HiC_scaffold_10.212	BLASTX1	915	XP_033122083.1	uncharacterized protein LOC117121088, partial [Anneissia japonica]	202	5e-14	42/110 (38%)	250	579	95	197
evm.model.HiC_scaffold_10.213	No Hit Found										
evm.model.HiC_scaffold_10.214	BLASTX1	2006	XP_029562105.1	extensin-1-like [Salmo trutta]	240	2e-18	56/141 (39%)	262	684	4	132
evm.model.HiC_scaffold_10.215	BLASTX1	739	XP_033724495.1	uncharacterized protein LOC117314539 [Pecten maximus]	274	2e-24	82/210 (39%)	1	570	1	198
evm.model.HiC_scaffold_10.216	BLASTX1	1517	KAG7158113.1	Cuticle protein [Homarus americanus]	422	2e-41	154/483 (31%)	97	1515	35	444
evm.model.HiC_scaffold_10.217	BLASTX1	215	XP_042241703.1	cuticle protein AM1199-like [Homarus americanus]	194	1e-16	33/48 (68%)	70	213	30	77
evm.model.HiC_scaffold_10.218	BLASTX1	215	XP_042241703.1	cuticle protein AM1199-like [Homarus americanus]	192	2e-16	32/48 (66%)	70	213	30	77
evm.model.HiC_scaffold_10.219	BLASTX1	576	XP_045158254.1	uncharacterized protein LOC123524255 [Mercenaria mercenaria]	160	2e-09	37/101 (36%)	28	327	76	176
evm.model.HiC_scaffold_10.22	BLASTX2	522	ROT75330.1	hypothetical protein C7M84_006141 [Penaeus vannamei]	149	2e-07	64/180 (35%)	6	518	399	568
evm.model.HiC_scaffold_10.23	No Hit Found										
evm.model.HiC_scaffold_10.24	No Hit Found										
evm.model.HiC_scaffold_10.25	BLASTX1	1902	XP_045128479.1	uncharacterized protein LOC123514581 [Portunus trituberculatus]	603	1e-63	172/555 (30%)	325	1869	231	775
evm.model.HiC_scaffold_10.26	BLASTX1	303	XP_045111873.1	probable serine/threonine-protein kinase irlC [Portunus trituberculatus]	300	7e-31	57/76 (75%)	82	303	26	101
evm.model.HiC_scaffold_10.27	BLASTN1	899	LR736839.1	Pecten maximus genome assembly, chromosome: 2	450	2e-108	771/1054 (73%)	1	899	16367037	16368073
evm.model.HiC_scaffold_10.28	BLASTX1	209	XP_042860650.1	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A-like isoform X1 [Penaeus japonicus]	289	4e-28	63/107 (58%)	3	209	195	301
evm.model.HiC_scaffold_10.29	BLASTX1	313	XP_045122281.1	uncharacterized protein LOC123510888 [Portunus trituberculatus]	379	4e-43	73/97 (75%)	2	292	101	197
evm.model.HiC_scaffold_10.3	BLASTX1	659	XP_042211365.1	glucose dehydrogenase [FAD, quinone]-like [Homarus americanus]XP_042211366.1 glucose dehydrogenase [FAD, quinone]-like [Homarus americanus]KAG7174879.1 Glucose dehydrogenase [FAD quinone]-like 11 [Homarus americanus]	360	2e-35	69/113 (61%)	268	606	319	431
evm.model.HiC_scaffold_10.30	BLASTX1	255	MPC61229.1	Acyl-CoA-binding domain-containing protein 5 [Portunus trituberculatus]	383	1e-45	68/85 (80%)	1	255	1	85
evm.model.HiC_scaffold_10.31	No Hit Found										
evm.model.HiC_scaffold_10.32	BLASTX1	1893	XP_045111979.1	neurotrypsin-like [Portunus trituberculatus]XP_045111980.1 neurotrypsin-like [Portunus trituberculatus]XP_045111981.1 neurotrypsin-like [Portunus trituberculatus]	531	1e-54	117/231 (50%)	1066	1758	20	228
evm.model.HiC_scaffold_10.33	BLASTX1	297	KAG0716476.1	Serine protease grass [Chionoecetes opilio]	277	4e-28	53/104 (50%)	1	297	63	166
evm.model.HiC_scaffold_10.34	No Hit Found										
evm.model.HiC_scaffold_10.35	BLASTX1	297	XP_042857416.1	serine/arginine-rich splicing factor 8-like, partial [Penaeus japonicus]	253	3e-25	67/98 (68%)	1	288	10	107
evm.model.HiC_scaffold_10.36	BLASTX1	1439	XP_037793707.1	aminopeptidase N-like [Penaeus monodon]	1932	0.0	336/479 (70%)	1	1437	384	862
evm.model.HiC_scaffold_10.37	BLASTX1	443	XP_042215807.1	aminopeptidase N-like [Homarus americanus]	424	9e-45	76/102 (74%)	136	441	324	425
evm.model.HiC_scaffold_10.38	BLASTX1	384	XP_042211367.1	uncharacterized protein LOC121858795 [Homarus americanus]	230	4e-21	53/81 (65%)	103	345	54	129
evm.model.HiC_scaffold_10.39	BLASTX1	838	XP_042240574.1	nephrin-like [Homarus americanus]	1010	1e-125	189/265 (71%)	2	784	391	655
evm.model.HiC_scaffold_10.4	BLASTX1	408	KAG7174986.1	Eukaryotic translation initiation factor 3 subunit L-like [Homarus americanus]	626	4e-76	133/136 (97%)	1	408	245	380
evm.model.HiC_scaffold_10.40	BLASTX1	940	AEL23023.1	sodium/potassium-dependent ATPase beta-2 subunit, partial [Cherax quadricarinatus]	133	1e-05	22/49 (44%)	171	311	33	81
evm.model.HiC_scaffold_10.41	No Hit Found										
evm.model.HiC_scaffold_10.42	No Hit Found										
evm.model.HiC_scaffold_10.43	No Hit Found										
evm.model.HiC_scaffold_10.44	BLASTX1	625	XP_034062878.1	uncharacterized protein LOC117540355 [Gymnodraco acuticeps]	208	6e-15	46/131 (35%)	161	454	650	780
evm.model.HiC_scaffold_10.45	No Hit Found										
evm.model.HiC_scaffold_10.46	BLASTX2	179	XP_009016003.1	hypothetical protein HELRODRAFT_160824 [Helobdella robusta]ESO06635.1 hypothetical protein HELRODRAFT_160824 [Helobdella robusta]	123	1e-05	26/38 (68%)	7	120	99	136
evm.model.HiC_scaffold_10.47	No Hit Found										
evm.model.HiC_scaffold_10.48	BLASTX1	209	XP_042890997.1	cuticle protein AMP1A-like [Penaeus japonicus]	208	2e-19	42/69 (60%)	3	209	21	89
evm.model.HiC_scaffold_10.49	BLASTX1	209	XP_042890997.1	cuticle protein AMP1A-like [Penaeus japonicus]	207	3e-19	42/69 (60%)	3	209	21	89
evm.model.HiC_scaffold_10.5	No Hit Found										
evm.model.HiC_scaffold_10.50	BLASTX1	265	KAG0728779.1	Endoplasmic reticulum aminopeptidase 1 [Chionoecetes opilio]	169	2e-11	29/43 (67%)	136	264	256	298
evm.model.HiC_scaffold_10.51	BLASTX1	331	XP_045118161.1	uncharacterized protein LOC123508475 [Portunus trituberculatus]	513	2e-57	91/110 (82%)	1	330	386	495
evm.model.HiC_scaffold_10.52	BLASTX1	681	XP_042241006.1	nudix hydrolase 20, chloroplastic-like [Homarus americanus]	973	2e-129	177/228 (77%)	1	681	57	284
evm.model.HiC_scaffold_10.53	BLASTX1	657	XP_045129685.1	uncharacterized protein LOC123515209 [Portunus trituberculatus]	143	2e-06	41/97 (42%)	259	516	58	154
evm.model.HiC_scaffold_10.54	BLASTX1	689	XP_045128479.1	uncharacterized protein LOC123514581 [Portunus trituberculatus]	705	2e-83	127/228 (55%)	4	687	218	445
evm.model.HiC_scaffold_10.55	BLASTX1	317	XP_027224038.1	uncharacterized protein LOC113816194 [Penaeus vannamei]	452	9e-55	81/95 (85%)	3	287	43	137
evm.model.HiC_scaffold_10.56	BLASTX1	1060	XP_042233285.1	UDP-glycosyltransferase UGT5-like isoform X1 [Homarus americanus]XP_042233286.1 UDP-glycosyltransferase UGT5-like isoform X1 [Homarus americanus]	1243	9e-166	222/338 (65%)	46	1059	13	350
evm.model.HiC_scaffold_10.57	BLASTX1	550	NXX39039.1	AHNK protein [Tricholaema leucomelas]	336	2e-32	65/178 (36%)	11	544	133	310
evm.model.HiC_scaffold_10.58	BLASTX1	3866	XP_042209891.1	serine-rich adhesin for platelets-like [Homarus americanus]	863	3e-91	173/211 (81%)	3234	3866	68	269
evm.model.HiC_scaffold_10.59	BLASTX1	1308	XP_042204314.1	hillarin-like isoform X3 [Homarus americanus]	2088	0.0	410/437 (93%)	1	1308	177	613
evm.model.HiC_scaffold_10.6	BLASTX1	624	XP_014665031.1	PREDICTED: uncharacterized protein LOC106807252 [Priapulus caudatus]	428	9e-48	80/109 (73%)	7	333	4	112
evm.model.HiC_scaffold_10.60	BLASTX1	714	KAG7172613.1	Elongation of very long chain fatty acids protein-like 3, partial [Homarus americanus]	837	5e-109	173/274 (63%)	4	714	44	317
evm.model.HiC_scaffold_10.61	BLASTX1	978	XP_042214950.1	hillarin-like [Homarus americanus]	633	5e-79	114/125 (91%)	1	375	1	125
evm.model.HiC_scaffold_10.62	BLASTN1	274	LR584432.1	Salmo trutta genome assembly, chromosome: 30	153	3e-28	172/229 (75%)	1	220	36789247	36789469
evm.model.HiC_scaffold_10.63	No Hit Found										
evm.model.HiC_scaffold_10.64	BLASTX1	828	XP_045129433.1	lachesin-like isoform X1 [Portunus trituberculatus]	930	1e-122	172/227 (75%)	130	798	46	272
evm.model.HiC_scaffold_10.65	BLASTX1	1040	XP_045115345.1	piggyBac transposable element-derived protein 3-like isoform X5 [Portunus trituberculatus]	743	2e-86	148/276 (53%)	3	761	408	683
evm.model.HiC_scaffold_10.66	BLASTX1	404	XP_042215147.1	chromobox protein homolog 1-like isoform X2 [Homarus americanus]XP_042215148.1 chromobox protein homolog 1-like isoform X2 [Homarus americanus]	387	2e-44	113/131 (86%)	10	402	3	133
evm.model.HiC_scaffold_10.67	BLASTX1	858	XP_045111815.1	organic cation transporter protein-like isoform X1 [Portunus trituberculatus]XP_045111816.1 organic cation transporter protein-like isoform X1 [Portunus trituberculatus]XP_045111817.1 organic cation transporter protein-like isoform X1 [Portunus trituberculatus]	377	2e-37	104/168 (61%)	205	708	226	388
evm.model.HiC_scaffold_10.68	BLASTX1	1250	XP_042211223.1	uncharacterized protein LOC121858701 [Homarus americanus]	968	9e-122	202/444 (45%)	28	1212	18	458
evm.model.HiC_scaffold_10.69	BLASTX1	743	XP_045127183.1	deoxyribose-phosphate aldolase-like [Portunus trituberculatus]	907	2e-119	193/276 (69%)	13	741	13	288
evm.model.HiC_scaffold_10.7	BLASTX1	544	XP_037020830.1	uncharacterized protein LOC119063554 isoform X2 [Artibeus jamaicensis]XP_037020832.1 uncharacterized protein LOC119063554 isoform X2 [Artibeus jamaicensis]XP_037020833.1 uncharacterized protein LOC119063554 isoform X2 [Artibeus jamaicensis]XP_037020834.1 uncharacterized protein LOC119063554 isoform X2 [Artibeus jamaicensis]	490	6e-57	91/173 (52%)	20	538	60	232
evm.model.HiC_scaffold_10.70	BLASTX1	1860	XP_045111868.1	LOW QUALITY PROTEIN: protein turtle-like [Portunus trituberculatus]	2596	0.0	523/697 (75%)	1	1860	87	781
evm.model.HiC_scaffold_10.71	BLASTX1	720	MPC69979.1	Transposable element Tc1 transposase [Portunus trituberculatus]	660	5e-83	123/198 (62%)	1	594	29	225
evm.model.HiC_scaffold_10.72	BLASTX2	160	KAG0727925.1	hypothetical protein GWK47_033608 [Chionoecetes opilio]	124	5e-06	24/52 (46%)	4	156	32	83
evm.model.HiC_scaffold_10.73	BLASTX1	369	XP_042162756.1	calcium-responsive transcription factor isoform X1 [Oncorhynchus tshawytscha]	245	4e-21	48/110 (43%)	25	354	192	301
evm.model.HiC_scaffold_10.74	BLASTX1	544	KAG7169779.1	RNA-directed DNA polymerase from mobile element jockey-like 7 [Homarus americanus]	165	2e-09	31/106 (29%)	211	528	24	129
evm.model.HiC_scaffold_10.75	No Hit Found										
evm.model.HiC_scaffold_10.76	BLASTX1	344	XP_042228025.1	uncharacterized protein LOC121870309 [Homarus americanus]	155	3e-09	36/106 (33%)	27	344	29	132
evm.model.HiC_scaffold_10.77	BLASTX1	183	XP_037792573.1	UDP-glycosyltransferase UGT5-like [Penaeus monodon]XP_037792575.1 UDP-glycosyltransferase UGT5-like [Penaeus monodon]	186	4e-14	36/43 (83%)	1	129	15	57
evm.model.HiC_scaffold_10.78	BLASTX1	820	XP_045111763.1	uncharacterized protein LOC123504912 [Portunus trituberculatus]	805	7e-97	155/275 (56%)	3	818	551	823
evm.model.HiC_scaffold_10.79	No Hit Found										
evm.model.HiC_scaffold_10.8	BLASTX1	474	KAG1710418.1	Geranylgeranyl pyrophosphate synthase [Nymphon striatum]	223	1e-17	50/123 (40%)	106	474	234	328
evm.model.HiC_scaffold_10.80	BLASTX1	400	XP_036347688.1	ATP-dependent DNA helicase pif1-like [Rhagoletis pomonella]	250	9e-23	52/127 (40%)	5	382	50	174
evm.model.HiC_scaffold_10.81	BLASTX1	899	KAG7173504.1	28S ribosomal protein S30-like [Homarus americanus]	772	1e-95	161/339 (47%)	51	881	105	443
evm.model.HiC_scaffold_10.82	BLASTX1	3318	MBN3318431.1	INVO protein [Atractosteus spatula]	440	4e-43	139/389 (35%)	1745	2881	10	376
evm.model.HiC_scaffold_10.83	BLASTX1	563	XP_042241020.1	sestrin-2-like isoform X2 [Homarus americanus]XP_042241021.1 sestrin-2-like isoform X2 [Homarus americanus]	345	9e-35	62/75 (82%)	3	227	261	335
evm.model.HiC_scaffold_10.84	BLASTN1	1168	LR722984.1	Thalassophryne amazonica genome assembly, chromosome: 19	195	6e-39	143/172 (83%)	808	978	22238302	22238473
evm.model.HiC_scaffold_10.85	BLASTN1	253	LR131963.1	Parambassis ranga genome assembly, chromosome: 13	72	2e-06	88/121 (72%)	1	103	22747313	22747431
evm.model.HiC_scaffold_10.86	No Hit Found										
evm.model.HiC_scaffold_10.87	BLASTX1	1545	GFN73633.1	THAP domaincontaining protein 5like [acyrthosiphon pisum] [Plakobranchus ocellatus]	183	2e-10	69/217 (31%)	16	630	1	205
evm.model.HiC_scaffold_10.88	BLASTX1	2172	XP_042180594.1	uncharacterized protein LOC121846811 [Oncorhynchus tshawytscha]	344	2e-31	108/337 (32%)	290	1264	1	304
evm.model.HiC_scaffold_10.89	BLASTX1	1764	KAG1670393.1	Estrogen-related receptor gamma [Nymphon striatum]	567	1e-61	103/218 (47%)	799	1431	67	284
evm.model.HiC_scaffold_10.9	No Hit Found										
evm.model.HiC_scaffold_10.90	BLASTX1	535	XP_033122083.1	uncharacterized protein LOC117121088, partial [Anneissia japonica]	151	7e-08	32/62 (51%)	343	528	85	145
evm.model.HiC_scaffold_10.91	BLASTX1	1657	XP_027231880.1	LIM domain kinase 1-like isoform X1 [Penaeus vannamei]	1372	0.0	277/316 (87%)	74	1021	197	511
evm.model.HiC_scaffold_10.92	BLASTX1	891	XP_042222458.1	urea transporter 1-like isoform X1 [Homarus americanus]XP_042222459.1 urea transporter 1-like isoform X1 [Homarus americanus]XP_042222461.1 urea transporter 1-like isoform X1 [Homarus americanus]XP_042222462.1 urea transporter 1-like isoform X1 [Homarus americanus]	687	3e-84	131/194 (67%)	310	891	1	194
